iso_code,date,unemployment_rate_idx
ARE,2020-08-15,0.1549999999999998
ARE,2020-08-16,0.1542391304347824
ARE,2020-08-17,0.153478260869565
ARE,2020-08-18,0.1527173913043476
ARE,2020-08-19,0.1519565217391302
ARE,2020-08-20,0.15119565217391284
ARE,2020-08-21,0.15043478260869544
ARE,2020-08-22,0.14967391304347805
ARE,2020-08-23,0.14891304347826065
ARE,2020-08-24,0.14815217391304325
ARE,2020-08-25,0.14739130434782585
ARE,2020-08-26,0.14663043478260845
ARE,2020-08-27,0.14586956521739108
ARE,2020-08-28,0.14510869565217366
ARE,2020-08-29,0.1443478260869563
ARE,2020-08-30,0.1435869565217389
ARE,2020-08-31,0.1428260869565215
ARE,2020-09-01,0.1420652173913041
ARE,2020-09-02,0.1413043478260867
ARE,2020-09-03,0.14054347826086933
ARE,2020-09-04,0.1397826086956519
ARE,2020-09-05,0.13902173913043453
ARE,2020-09-06,0.13826086956521713
ARE,2020-09-07,0.13749999999999973
ARE,2020-09-08,0.13673913043478234
ARE,2020-09-09,0.13597826086956494
ARE,2020-09-10,0.13521739130434754
ARE,2020-09-11,0.13445652173913014
ARE,2020-09-12,0.13369565217391277
ARE,2020-09-13,0.13293478260869537
ARE,2020-09-14,0.13217391304347798
ARE,2020-09-15,0.13141304347826058
ARE,2020-09-16,0.13065217391304318
ARE,2020-09-17,0.12989130434782578
ARE,2020-09-18,0.12913043478260838
ARE,2020-09-19,0.128369565217391
ARE,2020-09-20,0.1276086956521736
ARE,2020-09-21,0.12684782608695622
ARE,2020-09-22,0.12608695652173882
ARE,2020-09-23,0.12532608695652142
ARE,2020-09-24,0.12456521739130402
ARE,2020-09-25,0.12380434782608662
ARE,2020-09-26,0.12304347826086924
ARE,2020-09-27,0.12228260869565184
ARE,2020-09-28,0.12152173913043444
ARE,2020-09-29,0.12076086956521705
ARE,2020-09-30,0.11999999999999966
ARE,2020-10-01,0.11891304347826054
ARE,2020-10-02,0.11782608695652141
ARE,2020-10-03,0.11673913043478229
ARE,2020-10-04,0.11565217391304315
ARE,2020-10-05,0.11456521739130403
